condition,year,model,trim,title,price,mileage,dealer,deal,link
Used,2012,Rav4,Toyota RAV4 Limited,Used 2012 Toyota RAV4 Limited,"$18,988","58,432 mi.",Acura of Peoria,fair-deal,https://www.cars.com/vehicledetail/2f1c26a6-cad3-4373-be48-4a6457f308eb/
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$31,982","20,190 mi.",Avondale Toyota,fair-deal,https://www.cars.com/vehicledetail/a98f4280-ca47-4ee8-ba10-21fe810bcd36/
Used,2019,Rav4,Toyota RAV4 XLE,Used 2019 Toyota RAV4 XLE,"$22,434","79,206 mi.",Larry H. Miller Toyota Peoria,good-deal,https://www.cars.com/vehicledetail/88f33ffd-18fa-4ccc-bb7b-b313cff54719/
Used,2021,Rav4,Toyota RAV4 Limited,Used 2021 Toyota RAV4 Limited,"$23,988","87,961 mi.",Larry H. Miller Nissan Mesa,great-deal,https://www.cars.com/vehicledetail/099afdf4-5d2e-4bd0-86f7-c0cddfc82e0a/
Used,2024,Rav4,Toyota RAV4 Limited,Used 2024 Toyota RAV4 Limited,"$38,985","13,496 mi.",Mercedes-Benz of Arrowhead,good-deal,https://www.cars.com/vehicledetail/dd0482e8-a55f-43d6-bb87-5b0de4dcdcb7/
Certified,2019,Rav4,Toyota RAV4 LE,Certified 2019 Toyota RAV4 LE,"$18,674","95,742 mi.",Right Toyota,good-deal,https://www.cars.com/vehicledetail/1ae1cf6b-710f-45fb-a33c-23b599047397/
Used,2015,Rav4,Toyota RAV4 LE,Used 2015 Toyota RAV4 LE,"$16,486","78,068 mi.",Right Toyota,good-deal,https://www.cars.com/vehicledetail/9c599148-0477-432a-9ecc-9fb991719f50/
Certified,2018,Rav4,Toyota RAV4 Limited,Certified 2018 Toyota RAV4 Limited,"$22,907","19,701 mi.",Right Toyota,great-deal,https://www.cars.com/vehicledetail/bf04397d-d5e5-4f69-a245-74452b9103cd/
Used,2017,Rav4,Toyota RAV4 XLE,Used 2017 Toyota RAV4 XLE,"$8,900","171,199 mi.",EASY CAR AUTO SALES,,https://www.cars.com/vehicledetail/38b61d21-7a2b-45e0-be61-6f4a230383e5/
Used,2012,Rav4,Toyota RAV4 Base,Used 2012 Toyota RAV4 Base,"$9,988","149,000 mi.",New Deal Pre-Owned Auto,good-deal,https://www.cars.com/vehicledetail/9e3f1ac3-af3e-4b22-9c92-5cb96d846b5a/
Used,2016,Rav4,Toyota RAV4 LE,Used 2016 Toyota RAV4 LE,"$14,555","107,425 mi.",Carizona,great-deal,https://www.cars.com/vehicledetail/f38f240f-b7d6-423a-a05c-1c599b0ef808/
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$32,482","21,596 mi.",Avondale Toyota,fair-deal,https://www.cars.com/vehicledetail/d6dd4efc-c7a9-4be4-83d4-3cf82818f532/
Used,2018,Rav4,Toyota RAV4 XLE,Used 2018 Toyota RAV4 XLE,"$15,988","125,228 mi.",101 AUTO OUTLET,good-deal,https://www.cars.com/vehicledetail/83b04c1b-adb7-4526-b8b7-d7a618ddbc09/
Certified,2025,Rav4,Toyota RAV4 LE,Certified 2025 Toyota RAV4 LE,"$33,981","17,469 mi.",Avondale Toyota,fair-deal,https://www.cars.com/vehicledetail/dc676fd9-751d-4074-9cec-321fb7d7c862/
Used,2018,Rav4,Toyota RAV4 XLE,Used 2018 Toyota RAV4 XLE,"$18,988","100,245 mi.",101 AUTO OUTLET,good-deal,https://www.cars.com/vehicledetail/56d42f9c-5715-4eca-abe7-3da3363680c5/
Used,2020,Rav4,Toyota RAV4 XLE,Used 2020 Toyota RAV4 XLE,"$25,998","57,335 mi.",CarMax Canoga Park,good-deal,https://www.cars.com/vehicledetail/4feccb3f-7f04-4c93-86f2-ede5c1521fbb/?attribution_type=ship
Used,2023,Rav4,Toyota RAV4 Limited,Used 2023 Toyota RAV4 Limited,"$32,998","39,957 mi.",CarMax Canoga Park,good-deal,https://www.cars.com/vehicledetail/ced7fa54-d438-4b73-8ba0-2a2c5ee7b557/?attribution_type=ship
